date,temp_max,temp_min,temp_mean,humidity_mean,rainfall_mm,wind_speed_max,cloud_cover_percent
2008-04-04,26.2,17.5,21.2,70,0.7,14.4,65
2008-04-05,24.6,17.0,20.5,73,1.9,14.1,62
2008-04-06,25.2,17.3,20.8,72,1.7,12.6,82
2008-04-07,25.3,17.1,20.7,72,0.8,12.6,69
2008-04-08,25.7,16.9,21.0,71,0.4,12.4,52
2008-04-09,25.0,17.5,20.5,77,6.5,13.6,77
2008-04-10,24.8,17.0,19.9,82,6.0,11.9,97
2008-04-11,24.4,17.2,20.1,80,2.6,11.9,85
2008-04-12,22.8,16.7,19.3,85,6.6,11.2,74
2008-04-13,24.2,17.1,20.3,78,0.3,11.6,76
2008-04-14,24.9,17.1,20.2,78,5.5,11.5,58
2008-04-15,25.1,17.2,20.9,72,0.9,11.4,43
2008-04-16,26.2,16.9,21.1,72,1.5,12.6,73
2008-04-17,25.6,17.8,21.3,70,0.4,10.7,41
2008-04-18,25.5,17.0,21.1,72,1.3,12.1,61
2008-04-19,26.2,17.6,21.3,73,1.1,13.6,46
2008-04-20,24.7,17.2,20.2,81,4.9,11.8,97
2008-04-21,24.7,17.3,20.5,78,3.1,12.3,88
2008-04-22,25.4,17.2,20.9,73,2.7,12.8,66
2008-04-23,24.7,17.2,20.5,76,3.7,14.1,61
2008-04-24,24.0,16.9,19.9,79,4.8,16.3,94
2008-04-25,23.8,17.0,20.2,73,0.5,14.8,88
2008-04-26,24.2,16.5,20.3,71,1.5,13.9,90
2008-04-27,25.2,16.9,20.5,74,2.2,13.2,63
2008-04-28,25.1,17.1,20.6,75,2.0,14.8,43
2008-04-29,25.2,16.8,20.7,75,0.7,13.4,73
2008-04-30,26.1,17.5,21.4,70,0.4,13.8,75
2008-05-01,23.8,16.2,19.9,73,1.7,14.8,60
2008-05-02,24.5,17.2,20.6,73,1.2,14.8,74
2008-05-03,24.5,16.0,19.9,71,0.1,15.5,71
2008-05-04,25.2,15.7,19.9,66,0.0,12.4,75
2008-05-05,25.8,15.5,20.6,66,0.0,12.1,71
2008-05-06,27.1,15.1,21.3,64,0.0,12.7,52
2008-05-07,27.6,15.3,21.7,62,0.1,11.2,18
2008-05-08,26.2,17.2,21.6,64,0.0,12.7,26
2008-05-09,26.1,16.1,20.8,68,0.0,15.5,40
2008-05-10,26.6,17.0,21.4,68,0.1,12.5,60
